=== SHEET 1: INPUT_PARAMETERS ===
Cell,Variable_Name,Capability,Default_Value,Origin_Copybook,Type
"Process ESCAL170","Financial & Loan Calculation Engine","ESCAL170","","H-OUT-CM-ADJ-PREDICT-MAP-TRT + FIX-DOLLAR-LOSS-LT-18","(((((SB-AGE-LT-13-HEMO-MODE)             * (SB-BSA ** ((H-OUT-BSA - BSA-NATIONAL-AVERAGE) / .1))             * (SB-BMI-LT-18-5)             * (1)           * (1.000)    * (SB-RURAL)       * (1)).) * ADJ-AVG-MAP-AMT-LT-18)) + FIX-DOLLAR-LOSS-LT-18","=(((((SB-AGE-LT-13-HEMO-MODE)             * (SB-BSA ^ ((H-OUT-BSA - BSA-NATIONAL-AVERAGE) / .1))             * (SB-BMI-LT-18-5)             * (1)           * (1.000)    * (SB-RURAL)       * (1)).) * ADJ-AVG-MAP-AMT-LT-18)) + FIX-DOLLAR-LOSS-LT-18","PODZIEL [(((((SB AGE LT 13 HEMO MODE)             * (SB BSA ** ((H-OUT BSA - BSA NATIONAL AVERAGE)] PRZEZ [.1))             * (SB BMI LT 18 5)             * (1)           * (1.000)    * (SB RURAL)       * (1)).) * ADJ Średnia MAP Kwota LT 18)) + FIX DOLLAR LOSS LT 18] -> ZAPISZ DO WYNIKU [H-OUT PREDICTED MAP  ROUNDED]"
"Process ESCAL170","Financial & Loan Calculation Engine","ESCAL170","","FIX-DOLLAR-LOSS-LT-18","FIX-DOLLAR-LOSS-LT-18","=FIX-DOLLAR-LOSS-LT-18","PRZYPISZ / USTAW WARTOŚĆ [FIX DOLLAR LOSS LT 18] DO POLA [H-OUT FIX DOLLAR LOSS]"
"Process ESCAL170","Financial & Loan Calculation Engine","ESCAL170","","(H-OUT-IMPUTED-MAP - H-OUT-PREDICTED-MAP) * LOSS-SHARING-PCT-LT-18","(((B-TOT-PRICE-SB-OUTLIER / H-HEMO-EQUIV-DIAL-SESSIONS)) - H-OUT-PREDICTED-MAP) * LOSS-SHARING-PCT-LT-18","=(((B-TOT-PRICE-SB-OUTLIER / H-HEMO-EQUIV-DIAL-SESSIONS)) - H-OUT-PREDICTED-MAP) * LOSS-SHARING-PCT-LT-18","PODZIEL [(((B-TOT Cena SB OUTLIER] PRZEZ [H-HEMO EQUIV DIAL SESSIONS)) - H-OUT PREDICTED MAP) * LOSS SHARING PCT LT 18] -> ZAPISZ DO WYNIKU [H-OUT PAYMENT  ROUNDED]"
"Process ESCAL170","Financial & Loan Calculation Engine","ESCAL170","","LOSS-SHARING-PCT-LT-18","LOSS-SHARING-PCT-LT-18","=LOSS-SHARING-PCT-LT-18","PRZYPISZ / USTAW WARTOŚĆ [LOSS SHARING PCT LT 18] DO POLA [H-OUT LOSS SHARING PCT]"
"Process ESCAL170","Financial & Loan Calculation Engine","ESCAL170","","H-OUT-CM-ADJ-PREDICT-MAP-TRT + FIX-DOLLAR-LOSS-GT-17","(((((SB-AGE-LT-13-HEMO-MODE)             * (SB-BSA ** ((H-OUT-BSA - BSA-NATIONAL-AVERAGE) / .1))             * (SB-BMI-LT-18-5)             * (1)           * (1.000)    * (SB-RURAL)       * (1)).) * ADJ-AVG-MAP-AMT-LT-18)) + FIX-DOLLAR-LOSS-GT-17","=(((((SB-AGE-LT-13-HEMO-MODE)             * (SB-BSA ^ ((H-OUT-BSA - BSA-NATIONAL-AVERAGE) / .1))             * (SB-BMI-LT-18-5)             * (1)           * (1.000)    * (SB-RURAL)       * (1)).) * ADJ-AVG-MAP-AMT-LT-18)) + FIX-DOLLAR-LOSS-GT-17","PODZIEL [(((((SB AGE LT 13 HEMO MODE)             * (SB BSA ** ((H-OUT BSA - BSA NATIONAL AVERAGE)] PRZEZ [.1))             * (SB BMI LT 18 5)             * (1)           * (1.000)    * (SB RURAL)       * (1)).) * ADJ Średnia MAP Kwota LT 18)) + FIX DOLLAR LOSS GT 17] -> ZAPISZ DO WYNIKU [H-OUT PREDICTED MAP  ROUNDED]"
"Process ESCAL170","Financial & Loan Calculation Engine","ESCAL170","","FIX-DOLLAR-LOSS-GT-17","FIX-DOLLAR-LOSS-GT-17","=FIX-DOLLAR-LOSS-GT-17","PRZYPISZ / USTAW WARTOŚĆ [FIX DOLLAR LOSS GT 17] DO POLA [H-OUT FIX DOLLAR LOSS]"
"Process ESCAL170","Financial & Loan Calculation Engine","ESCAL170","","(H-OUT-IMPUTED-MAP - H-OUT-PREDICTED-MAP) * LOSS-SHARING-PCT-GT-17","(((B-TOT-PRICE-SB-OUTLIER / H-HEMO-EQUIV-DIAL-SESSIONS)) - H-OUT-PREDICTED-MAP) * LOSS-SHARING-PCT-GT-17","=(((B-TOT-PRICE-SB-OUTLIER / H-HEMO-EQUIV-DIAL-SESSIONS)) - H-OUT-PREDICTED-MAP) * LOSS-SHARING-PCT-GT-17","PODZIEL [(((B-TOT Cena SB OUTLIER] PRZEZ [H-HEMO EQUIV DIAL SESSIONS)) - H-OUT PREDICTED MAP) * LOSS SHARING PCT GT 17] -> ZAPISZ DO WYNIKU [H-OUT PAYMENT  ROUNDED]"
"Process ESCAL170","Financial & Loan Calculation Engine","ESCAL170","","LOSS-SHARING-PCT-GT-17","LOSS-SHARING-PCT-GT-17","=LOSS-SHARING-PCT-GT-17","PRZYPISZ / USTAW WARTOŚĆ [LOSS SHARING PCT GT 17] DO POLA [H-OUT LOSS SHARING PCT]"
"Process ESCAL170","Financial & Loan Calculation Engine","ESCAL170","","H-OUT-PAYMENT","((((B-TOT-PRICE-SB-OUTLIER / H-HEMO-EQUIV-DIAL-SESSIONS))  -  H-OUT-PREDICTED-MAP)  * LOSS-SHARING-PCT-LT-18)","=((((B-TOT-PRICE-SB-OUTLIER / H-HEMO-EQUIV-DIAL-SESSIONS))  -  H-OUT-PREDICTED-MAP)  * LOSS-SHARING-PCT-LT-18)","PRZYPISZ / USTAW WARTOŚĆ [((((B-TOT Cena SB OUTLIER / H-HEMO EQUIV DIAL SESSIONS))  -  H-OUT PREDICTED MAP)  * LOSS SHARING PCT LT 18)] DO POLA [OUT NON PER DIEM PAYMENT]"
"Process ESCAL170","Financial & Loan Calculation Engine","ESCAL170","","H-OUT-PAYMENT * (((B-CLAIM-NUM-DIALYSIS-SESSIONS) * 3) / 7)","((((B-TOT-PRICE-SB-OUTLIER / H-HEMO-EQUIV-DIAL-SESSIONS))  -  H-OUT-PREDICTED-MAP)  * LOSS-SHARING-PCT-LT-18) * (((B-CLAIM-NUM-DIALYSIS-SESSIONS) * 3) / 7)","=((((B-TOT-PRICE-SB-OUTLIER / H-HEMO-EQUIV-DIAL-SESSIONS))  -  H-OUT-PREDICTED-MAP)  * LOSS-SHARING-PCT-LT-18) * (((B-CLAIM-NUM-DIALYSIS-SESSIONS) * 3) / 7)","PODZIEL [((((B-TOT Cena SB OUTLIER] PRZEZ [H-HEMO EQUIV DIAL SESSIONS))  -  H-OUT PREDICTED MAP)  * LOSS SHARING PCT LT 18) * (((B-CLAIM Numer DIALYSIS SESSIONS) * 3) / 7)] -> ZAPISZ DO WYNIKU [H-OUT PAYMENT ROUNDED]"
"Process ESCAL170","Financial & Loan Calculation Engine","ESCAL170","","1.000","1.000","=1.000","PRZYPISZ / USTAW WARTOŚĆ [1.000] DO POLA [H-OUT COMORBID MULTIPLIER]"
"Process ESCAL170","Financial & Loan Calculation Engine","ESCAL170","","SB-GI-BLEED","SB-GI-BLEED","=SB-GI-BLEED","PRZYPISZ / USTAW WARTOŚĆ [SB GI BLEED] DO POLA [H-OUT COMORBID MULTIPLIER]"
"Process ESCAL170","Financial & Loan Calculation Engine","ESCAL170","","SB-PERICARDITIS","SB-PERICARDITIS","=SB-PERICARDITIS","PRZYPISZ / USTAW WARTOŚĆ [SB PERICARDITIS] DO POLA [H-OUT COMORBID MULTIPLIER]"
"Process ESCAL170","Financial & Loan Calculation Engine","ESCAL170","","SB-MYELODYSPLASTIC","SB-MYELODYSPLASTIC","=SB-MYELODYSPLASTIC","PRZYPISZ / USTAW WARTOŚĆ [SB MYELODYSPLASTIC] DO POLA [H-OUT COMORBID MULTIPLIER]"
"Process ESCAL170","Financial & Loan Calculation Engine","ESCAL170","","SB-SICKEL-CELL","SB-SICKEL-CELL","=SB-SICKEL-CELL","PRZYPISZ / USTAW WARTOŚĆ [SB SICKEL CELL] DO POLA [H-OUT COMORBID MULTIPLIER]"
"Process ESCAL170","Financial & Loan Calculation Engine","ESCAL170","`H-BUN-AGE-FACTOR` <- `EB-AGE-LT-13-HEMO-MODE`<br>`H-BUN-BSA-FACTOR` <- `1.000`<br>`H-BUN-BMI-FACTOR` <- `CM-BMI-LT-18-5`<br>`H-BUN-ONSET-FACTOR` <- `1`<br>`H-BUN-COMORBID-MULTIPLIER` <- `1.000`<br>`H-BUN-RURAL-MULTIPLIER` <- `CM-RURAL`","(H-BUN-BASE-WAGE-AMT * H-BUN-AGE-FACTOR) * (H-BUN-BSA-FACTOR * H-BUN-BMI-FACTOR) * (H-BUN-ONSET-FACTOR * H-BUN-COMORBID-MULTIPLIER) * H-BUN-RURAL-MULTIPLIER.","((((BUNDLED-BASE-PMT-RATE * BUN-NAT-LABOR-PCT) * BUN-CBSA-W-INDEX.) + H-BUN-NAT-NONLABOR-AMT.) * (EB-AGE-LT-13-HEMO-MODE)) * ((CM-BSA ** ((H-BUN-BSA - BSA-NATIONAL-AVERAGE) / .1)) * (CM-BMI-LT-18-5)) * ((1) * (1.000)) * (CM-RURAL).","=((((BUNDLED-BASE-PMT-RATE * BUN-NAT-LABOR-PCT) * BUN-CBSA-W-INDEX.) + H-BUN-NAT-NONLABOR-AMT.) * (EB-AGE-LT-13-HEMO-MODE)) * ((CM-BSA ^ ((H-BUN-BSA - BSA-NATIONAL-AVERAGE) / .1)) * (CM-BMI-LT-18-5)) * ((1) * (1.000)) * (CM-RURAL).","PODZIEL [((((BUNDLED BASE PMT Stawka * BUN NAT LABOR PCT) * BUN CBSA W INDEX.) + H-BUN NAT NONLABOR Kwota.) * (EB AGE LT 13 HEMO MODE)) * ((CM BSA ** ((H-BUN BSA - BSA NATIONAL AVERAGE)] PRZEZ [.1)) * (CM BMI LT 18 5)) * ((1) * (1.000)) * (CM RURAL).] -> ZAPISZ DO WYNIKU [H-LV BUN ADJUST BASE WAGE Kwota  ROUNDED]"
"Process ESCAL170","Financial & Loan Calculation Engine","ESCAL170","","TRAINING-ADD-ON-PMT-AMT * BUN-CBSA-W-INDEX","TRAINING-ADD-ON-PMT-AMT * BUN-CBSA-W-INDEX","=TRAINING-ADD-ON-PMT-AMT * BUN-CBSA-W-INDEX","POMNÓŻ [TRAINING ADD ON PMT Kwota] PRZEZ [BUN CBSA W INDEX] -> ZAPISZ DO WYNIKU [H-BUN WAGE ADJ TRAINING Kwota  ROUNDED]"
"Process ESCAL170","Financial & Loan Calculation Engine","ESCAL170","","(H-LV-BUN-ADJUST-BASE-WAGE-AMT * 3) / 7","((((((BUNDLED-BASE-PMT-RATE * BUN-NAT-LABOR-PCT) * BUN-CBSA-W-INDEX.) + H-BUN-NAT-NONLABOR-AMT.) * (EB-AGE-LT-13-HEMO-MODE))     * ((CM-BSA ** ((H-BUN-BSA - BSA-NATIONAL-AVERAGE) / .1))    * (CM-BMI-LT-18-5))     * ((1)  * (1.000)) * (CM-RURAL).) * 3) / 7","=((((((BUNDLED-BASE-PMT-RATE * BUN-NAT-LABOR-PCT) * BUN-CBSA-W-INDEX.) + H-BUN-NAT-NONLABOR-AMT.) * (EB-AGE-LT-13-HEMO-MODE))     * ((CM-BSA ^ ((H-BUN-BSA - BSA-NATIONAL-AVERAGE) / .1))    * (CM-BMI-LT-18-5))     * ((1)  * (1.000)) * (CM-RURAL).) * 3) / 7","PODZIEL [((((((BUNDLED BASE PMT Stawka * BUN NAT LABOR PCT) * BUN CBSA W INDEX.) + H-BUN NAT NONLABOR Kwota.) * (EB AGE LT 13 HEMO MODE))     * ((CM BSA ** ((H-BUN BSA - BSA NATIONAL AVERAGE)] PRZEZ [.1))    * (CM BMI LT 18 5))     * ((1)  * (1.000)) * (CM RURAL).) * 3) / 7] -> ZAPISZ DO WYNIKU [H-CC 74 PER DIEM Kwota  ROUNDED]"
"Process ESCAL170","Financial & Loan Calculation Engine","ESCAL170","","H-CC-74-PER-DIEM-AMT","(((((((BUNDLED-BASE-PMT-RATE * BUN-NAT-LABOR-PCT) * BUN-CBSA-W-INDEX.) + H-BUN-NAT-NONLABOR-AMT.) * (EB-AGE-LT-13-HEMO-MODE))     * ((CM-BSA ** ((H-BUN-BSA - BSA-NATIONAL-AVERAGE) / .1))    * (CM-BMI-LT-18-5))     * ((1)  * (1.000)) * (CM-RURAL).) * 3) / 7)","=(((((((BUNDLED-BASE-PMT-RATE * BUN-NAT-LABOR-PCT) * BUN-CBSA-W-INDEX.) + H-BUN-NAT-NONLABOR-AMT.) * (EB-AGE-LT-13-HEMO-MODE))     * ((CM-BSA ^ ((H-BUN-BSA - BSA-NATIONAL-AVERAGE) / .1))    * (CM-BMI-LT-18-5))     * ((1)  * (1.000)) * (CM-RURAL).) * 3) / 7)","PODZIEL [(((((((BUNDLED BASE PMT Stawka * BUN NAT LABOR PCT) * BUN CBSA W INDEX.) + H-BUN NAT NONLABOR Kwota.) * (EB AGE LT 13 HEMO MODE))     * ((CM BSA ** ((H-BUN BSA - BSA NATIONAL AVERAGE)] PRZEZ [.1))    * (CM BMI LT 18 5))     * ((1)  * (1.000)) * (CM RURAL).) * 3) / 7)] -> ZAPISZ DO WYNIKU [H-LV PPS FINAL PAY Kwota  ROUNDED]"
"Process ESCAL170","Financial & Loan Calculation Engine","ESCAL170","","H-LV-BUN-ADJUST-BASE-WAGE-AMT + H-BUN-WAGE-ADJ-TRAINING-AMT","(((((BUNDLED-BASE-PMT-RATE * BUN-NAT-LABOR-PCT) * BUN-CBSA-W-INDEX.) + H-BUN-NAT-NONLABOR-AMT.) * (EB-AGE-LT-13-HEMO-MODE))     * ((CM-BSA ** ((H-BUN-BSA - BSA-NATIONAL-AVERAGE) / .1))    * (CM-BMI-LT-18-5))     * ((1)  * (1.000)) * (CM-RURAL).) + (ZERO)","=(((((BUNDLED-BASE-PMT-RATE * BUN-NAT-LABOR-PCT) * BUN-CBSA-W-INDEX.) + H-BUN-NAT-NONLABOR-AMT.) * (EB-AGE-LT-13-HEMO-MODE))     * ((CM-BSA ^ ((H-BUN-BSA - BSA-NATIONAL-AVERAGE) / .1))    * (CM-BMI-LT-18-5))     * ((1)  * (1.000)) * (CM-RURAL).) + (ZERO)","PODZIEL [(((((BUNDLED BASE PMT Stawka * BUN NAT LABOR PCT) * BUN CBSA W INDEX.) + H-BUN NAT NONLABOR Kwota.) * (EB AGE LT 13 HEMO MODE))     * ((CM BSA ** ((H-BUN BSA - BSA NATIONAL AVERAGE)] PRZEZ [.1))    * (CM BMI LT 18 5))     * ((1)  * (1.000)) * (CM RURAL).) + (ZERO)] -> ZAPISZ DO WYNIKU [H-LV PPS FINAL PAY Kwota  ROUNDED]"
"Process ESCAL170","Financial & Loan Calculation Engine","ESCAL170","`H-OUT-AGE-FACTOR` <- `SB-AGE-LT-13-HEMO-MODE`<br>`H-OUT-BSA-FACTOR` <- `1.000`<br>`H-OUT-BMI-FACTOR` <- `SB-BMI-LT-18-5`<br>`H-OUT-ONSET-FACTOR` <- `1`<br>`H-OUT-COMORBID-MULTIPLIER` <- `SB-GI-BLEED`<br>`H-OUT-RURAL-MULTIPLIER` <- `SB-RURAL`","(H-OUT-AGE-FACTOR * H-OUT-BSA-FACTOR * H-OUT-BMI-FACTOR * H-OUT-ONSET-FACTOR * H-OUT-COMORBID-MULTIPLIER * H-OUT-RURAL-MULTIPLIER).","((SB-AGE-LT-13-HEMO-MODE) * (SB-BSA ** ((H-OUT-BSA - BSA-NATIONAL-AVERAGE) / .1)) * (SB-BMI-LT-18-5) * (1) * (SB-GI-BLEED) * (SB-RURAL)).","=((SB-AGE-LT-13-HEMO-MODE) * (SB-BSA ^ ((H-OUT-BSA - BSA-NATIONAL-AVERAGE) / .1)) * (SB-BMI-LT-18-5) * (1) * (SB-GI-BLEED) * (SB-RURAL)).","PODZIEL [((SB AGE LT 13 HEMO MODE) * (SB BSA ** ((H-OUT BSA - BSA NATIONAL AVERAGE)] PRZEZ [.1)) * (SB BMI LT 18 5) * (1) * (SB GI BLEED) * (SB RURAL)).] -> ZAPISZ DO WYNIKU [H-LV OUT PREDICT SERVICES MAP  ROUNDED]"
"Process ESCAL170","Financial & Loan Calculation Engine","ESCAL170","","(H-LV-OUT-PREDICT-SERVICES-MAP * ADJ-AVG-MAP-AMT-LT-18)","((((SB-AGE-LT-13-HEMO-MODE)             * (SB-BSA ** ((H-OUT-BSA - BSA-NATIONAL-AVERAGE) / .1))             * (SB-BMI-LT-18-5)             * (1)           * (SB-GI-BLEED)    * (SB-RURAL)).) * ADJ-AVG-MAP-AMT-LT-18)","=((((SB-AGE-LT-13-HEMO-MODE)             * (SB-BSA ^ ((H-OUT-BSA - BSA-NATIONAL-AVERAGE) / .1))             * (SB-BMI-LT-18-5)             * (1)           * (SB-GI-BLEED)    * (SB-RURAL)).) * ADJ-AVG-MAP-AMT-LT-18)","PODZIEL [((((SB AGE LT 13 HEMO MODE)             * (SB BSA ** ((H-OUT BSA - BSA NATIONAL AVERAGE)] PRZEZ [.1))             * (SB BMI LT 18 5)             * (1)           * (SB GI BLEED)    * (SB RURAL)).) * ADJ Średnia MAP Kwota LT 18)] -> ZAPISZ DO WYNIKU [H-LV OUT CM ADJ PREDICT M TRT  ROUNDED]"
"Process ESCAL170","Financial & Loan Calculation Engine","ESCAL170","","ADJ-AVG-MAP-AMT-LT-18","ADJ-AVG-MAP-AMT-LT-18","=ADJ-AVG-MAP-AMT-LT-18","PRZYPISZ / USTAW WARTOŚĆ [ADJ Średnia MAP Kwota LT 18] DO POLA [H-OUT ADJ Średnia MAP Kwota]"
"Process ESCAL170","Financial & Loan Calculation Engine","ESCAL170","","(H-LV-OUT-PREDICT-SERVICES-MAP * ADJ-AVG-MAP-AMT-GT-17)","((((SB-AGE-LT-13-HEMO-MODE)             * (SB-BSA ** ((H-OUT-BSA - BSA-NATIONAL-AVERAGE) / .1))             * (SB-BMI-LT-18-5)             * (1)           * (SB-GI-BLEED)    * (SB-RURAL)).) * ADJ-AVG-MAP-AMT-GT-17)","=((((SB-AGE-LT-13-HEMO-MODE)             * (SB-BSA ^ ((H-OUT-BSA - BSA-NATIONAL-AVERAGE) / .1))             * (SB-BMI-LT-18-5)             * (1)           * (SB-GI-BLEED)    * (SB-RURAL)).) * ADJ-AVG-MAP-AMT-GT-17)","PODZIEL [((((SB AGE LT 13 HEMO MODE)             * (SB BSA ** ((H-OUT BSA - BSA NATIONAL AVERAGE)] PRZEZ [.1))             * (SB BMI LT 18 5)             * (1)           * (SB GI BLEED)    * (SB RURAL)).) * ADJ Średnia MAP Kwota GT 17)] -> ZAPISZ DO WYNIKU [H-LV OUT CM ADJ PREDICT M TRT  ROUNDED]"
"Process ESCAL170","Financial & Loan Calculation Engine","ESCAL170","","ADJ-AVG-MAP-AMT-GT-17","ADJ-AVG-MAP-AMT-GT-17","=ADJ-AVG-MAP-AMT-GT-17","PRZYPISZ / USTAW WARTOŚĆ [ADJ Średnia MAP Kwota GT 17] DO POLA [H-OUT ADJ Średnia MAP Kwota]"
"Process ESCAL170","Financial & Loan Calculation Engine","ESCAL170","","H-LV-OUT-CM-ADJ-PREDICT-M-TRT + FIX-DOLLAR-LOSS-LT-18","(((((SB-AGE-LT-13-HEMO-MODE)             * (SB-BSA ** ((H-OUT-BSA - BSA-NATIONAL-AVERAGE) / .1))             * (SB-BMI-LT-18-5)             * (1)           * (SB-GI-BLEED)    * (SB-RURAL)).) * ADJ-AVG-MAP-AMT-LT-18)) + FIX-DOLLAR-LOSS-LT-18","=(((((SB-AGE-LT-13-HEMO-MODE)             * (SB-BSA ^ ((H-OUT-BSA - BSA-NATIONAL-AVERAGE) / .1))             * (SB-BMI-LT-18-5)             * (1)           * (SB-GI-BLEED)    * (SB-RURAL)).) * ADJ-AVG-MAP-AMT-LT-18)) + FIX-DOLLAR-LOSS-LT-18","PODZIEL [(((((SB AGE LT 13 HEMO MODE)             * (SB BSA ** ((H-OUT BSA - BSA NATIONAL AVERAGE)] PRZEZ [.1))             * (SB BMI LT 18 5)             * (1)           * (SB GI BLEED)    * (SB RURAL)).) * ADJ Średnia MAP Kwota LT 18)) + FIX DOLLAR LOSS LT 18] -> ZAPISZ DO WYNIKU [H-LV OUT PREDICTED MAP  ROUNDED]"
"Process ESCAL170","Financial & Loan Calculation Engine","ESCAL170","","FIX-DOLLAR-LOSS-LT-18","FIX-DOLLAR-LOSS-LT-18","=FIX-DOLLAR-LOSS-LT-18","PRZYPISZ / USTAW WARTOŚĆ [FIX DOLLAR LOSS LT 18] DO POLA [H-OUT FIX DOLLAR LOSS]"
"Process ESCAL170","Financial & Loan Calculation Engine","ESCAL170","","(H-OUT-IMPUTED-MAP - H-LV-OUT-PREDICTED-MAP) * LOSS-SHARING-PCT-LT-18","(((B-TOT-PRICE-SB-OUTLIER / H-HEMO-EQUIV-DIAL-SESSIONS)) - H-LV-OUT-PREDICTED-MAP) * LOSS-SHARING-PCT-LT-18","=(((B-TOT-PRICE-SB-OUTLIER / H-HEMO-EQUIV-DIAL-SESSIONS)) - H-LV-OUT-PREDICTED-MAP) * LOSS-SHARING-PCT-LT-18","PODZIEL [(((B-TOT Cena SB OUTLIER] PRZEZ [H-HEMO EQUIV DIAL SESSIONS)) - H-LV OUT PREDICTED MAP) * LOSS SHARING PCT LT 18] -> ZAPISZ DO WYNIKU [H-LV OUT PAYMENT  ROUNDED]"
"Process ESCAL170","Financial & Loan Calculation Engine","ESCAL170","","LOSS-SHARING-PCT-LT-18","LOSS-SHARING-PCT-LT-18","=LOSS-SHARING-PCT-LT-18","PRZYPISZ / USTAW WARTOŚĆ [LOSS SHARING PCT LT 18] DO POLA [H-OUT LOSS SHARING PCT]"
"Process ESCAL170","Financial & Loan Calculation Engine","ESCAL170","","H-LV-OUT-CM-ADJ-PREDICT-M-TRT + FIX-DOLLAR-LOSS-GT-17","(((((SB-AGE-LT-13-HEMO-MODE)             * (SB-BSA ** ((H-OUT-BSA - BSA-NATIONAL-AVERAGE) / .1))             * (SB-BMI-LT-18-5)             * (1)           * (SB-GI-BLEED)    * (SB-RURAL)).) * ADJ-AVG-MAP-AMT-LT-18)) + FIX-DOLLAR-LOSS-GT-17","=(((((SB-AGE-LT-13-HEMO-MODE)             * (SB-BSA ^ ((H-OUT-BSA - BSA-NATIONAL-AVERAGE) / .1))             * (SB-BMI-LT-18-5)             * (1)           * (SB-GI-BLEED)    * (SB-RURAL)).) * ADJ-AVG-MAP-AMT-LT-18)) + FIX-DOLLAR-LOSS-GT-17","PODZIEL [(((((SB AGE LT 13 HEMO MODE)             * (SB BSA ** ((H-OUT BSA - BSA NATIONAL AVERAGE)] PRZEZ [.1))             * (SB BMI LT 18 5)             * (1)           * (SB GI BLEED)    * (SB RURAL)).) * ADJ Średnia MAP Kwota LT 18)) + FIX DOLLAR LOSS GT 17] -> ZAPISZ DO WYNIKU [H-LV OUT PREDICTED MAP  ROUNDED]"
"Process ESCAL170","Financial & Loan Calculation Engine","ESCAL170","","FIX-DOLLAR-LOSS-GT-17","FIX-DOLLAR-LOSS-GT-17","=FIX-DOLLAR-LOSS-GT-17","PRZYPISZ / USTAW WARTOŚĆ [FIX DOLLAR LOSS GT 17] DO POLA [H-OUT FIX DOLLAR LOSS]"
"Process ESCAL170","Financial & Loan Calculation Engine","ESCAL170","","(H-OUT-IMPUTED-MAP - H-LV-OUT-PREDICTED-MAP) * LOSS-SHARING-PCT-GT-17","(((B-TOT-PRICE-SB-OUTLIER / H-HEMO-EQUIV-DIAL-SESSIONS)) - H-LV-OUT-PREDICTED-MAP) * LOSS-SHARING-PCT-GT-17","=(((B-TOT-PRICE-SB-OUTLIER / H-HEMO-EQUIV-DIAL-SESSIONS)) - H-LV-OUT-PREDICTED-MAP) * LOSS-SHARING-PCT-GT-17","PODZIEL [(((B-TOT Cena SB OUTLIER] PRZEZ [H-HEMO EQUIV DIAL SESSIONS)) - H-LV OUT PREDICTED MAP) * LOSS SHARING PCT GT 17] -> ZAPISZ DO WYNIKU [H-LV OUT PAYMENT  ROUNDED]"
"Process ESCAL170","Financial & Loan Calculation Engine","ESCAL170","","LOSS-SHARING-PCT-GT-17","LOSS-SHARING-PCT-GT-17","=LOSS-SHARING-PCT-GT-17","PRZYPISZ / USTAW WARTOŚĆ [LOSS SHARING PCT GT 17] DO POLA [H-OUT LOSS SHARING PCT]"
"Process ESCAL170","Financial & Loan Calculation Engine","ESCAL170","","H-LV-OUT-PAYMENT","((((B-TOT-PRICE-SB-OUTLIER / H-HEMO-EQUIV-DIAL-SESSIONS))  -  H-LV-OUT-PREDICTED-MAP)  * LOSS-SHARING-PCT-LT-18)","=((((B-TOT-PRICE-SB-OUTLIER / H-HEMO-EQUIV-DIAL-SESSIONS))  -  H-LV-OUT-PREDICTED-MAP)  * LOSS-SHARING-PCT-LT-18)","PRZYPISZ / USTAW WARTOŚĆ [((((B-TOT Cena SB OUTLIER / H-HEMO EQUIV DIAL SESSIONS))  -  H-LV OUT PREDICTED MAP)  * LOSS SHARING PCT LT 18)] DO POLA [OUT NON PER DIEM PAYMENT]"
"Process ESCAL170","Financial & Loan Calculation Engine","ESCAL170","","H-LV-OUT-PAYMENT * (((B-CLAIM-NUM-DIALYSIS-SESSIONS) * 3) / 7)","((((B-TOT-PRICE-SB-OUTLIER / H-HEMO-EQUIV-DIAL-SESSIONS))  -  H-LV-OUT-PREDICTED-MAP)  * LOSS-SHARING-PCT-LT-18) * (((B-CLAIM-NUM-DIALYSIS-SESSIONS) * 3) / 7)","=((((B-TOT-PRICE-SB-OUTLIER / H-HEMO-EQUIV-DIAL-SESSIONS))  -  H-LV-OUT-PREDICTED-MAP)  * LOSS-SHARING-PCT-LT-18) * (((B-CLAIM-NUM-DIALYSIS-SESSIONS) * 3) / 7)","PODZIEL [((((B-TOT Cena SB OUTLIER] PRZEZ [H-HEMO EQUIV DIAL SESSIONS))  -  H-LV OUT PREDICTED MAP)  * LOSS SHARING PCT LT 18) * (((B-CLAIM Numer DIALYSIS SESSIONS) * 3) / 7)] -> ZAPISZ DO WYNIKU [H-LV OUT PAYMENT ROUNDED]"
"Process ESCAL170","Financial & Loan Calculation Engine","ESCAL170","","17","17","=17","PRZYPISZ / USTAW WARTOŚĆ [17] DO POLA [PPS RTC]"
"Process ESCAL170","Financial & Loan Calculation Engine","ESCAL170","","16","16","=16","PRZYPISZ / USTAW WARTOŚĆ [16] DO POLA [PPS RTC]"
"Process ESCAL170","Financial & Loan Calculation Engine","ESCAL170","","15","15","=15","PRZYPISZ / USTAW WARTOŚĆ [15] DO POLA [PPS RTC]"
"Process ESCAL170","Financial & Loan Calculation Engine","ESCAL170","","14","14","=14","PRZYPISZ / USTAW WARTOŚĆ [14] DO POLA [PPS RTC]"
"Process ESCAL170","Financial & Loan Calculation Engine","ESCAL170","","24","24","=24","PRZYPISZ / USTAW WARTOŚĆ [24] DO POLA [PPS RTC]"
"Process ESCAL170","Financial & Loan Calculation Engine","ESCAL170","","19","19","=19","PRZYPISZ / USTAW WARTOŚĆ [19] DO POLA [PPS RTC]"
"Process ESCAL170","Financial & Loan Calculation Engine","ESCAL170","","29","29","=29","PRZYPISZ / USTAW WARTOŚĆ [29] DO POLA [PPS RTC]"
"Process ESCAL170","Financial & Loan Calculation Engine","ESCAL170","","23","23","=23","PRZYPISZ / USTAW WARTOŚĆ [23] DO POLA [PPS RTC]"
